mggid	ship	cruise	sample	device_code	device	year	month	day	time	latdeg	latmin	latminhun	ns	londeg	lonmin	lonminhun	lonew	latlon_orig	lat	lon	water_depth	core_length	device2	comments
20995002	Brown Bear	BB236	127	100	grab, undifferentiated	1959	08	24		67	59	00	N	167	08	00	W	m	67.9833	-167.1333	53				
20995002	Brown Bear	BB236	098	0	unknown	1959	08	20		67	11	00	N	164	23	00	W	m	67.1833	-164.3833	27				
20995002	Brown Bear	BB236	108	401	core, gravity, phleger	1959	08	21		67	30	00	N	165	57	00	W	m	67.5	-165.95	41	103			
20995002	Brown Bear	BB236	115	100	grab, undifferentiated	1959	08	22		67	46	00	N	164	54	00	W	m	67.7667	-164.9	16	0			
20995002	Brown Bear	BB236	085	0	unknown	1959	08	16		68	03	00	N	165	47	00	W	m	68.05	-165.7833	85				
20995002	Brown Bear	BB236	093	0	unknown	1959	08	19		67	10	00	N	164	01	00	W	m	67.1667	-164.0167	16				
41995002	Multiple	unknown	SMG1352	0	unknown					71	13	00	N	152	46	00	W	m	71.2167	-152.7667	40				
41995002	Multiple	unknown	SMG1163	0	unknown					71	20	50	N	152	36	00	W	m	71.3417	-152.6	101				
41995002	Multiple	unknown	PWB70_9	0	unknown	1970	09	28	0005	70	10	00	N	166	03	00	W	m	70.1667	-166.05	44				
41995002	Multiple	unknown	PWB7518	0	unknown					70	33	30	N	150	27	90	W	m	70.555	-150.465	3				
06245001	Townsend Cromwell	JPO 212	351	104	grab, shipek	1975	06	6	0015	59	35	00	N	142	44	29	W	m	59.5833	-142.7382	614		SHIPEK GRAB		
06245001	Townsend Cromwell	JPO 212	336	100	grab, undifferentiated	1975	06	3	0810	59	48	40	N	143	37	99	W	m	59.8067	-143.6332	274		GRAB SAMPLE		
06245001	Townsend Cromwell	JPO 212	344	104	grab, shipek	1975	06	5	0749	59	39	20	N	142	22	19	W	m	59.6533	-142.3698	210		SHIPEK GRAB		
06245001	Townsend Cromwell	JPO 212	349	104	grab, shipek	1975	06	5	1734	59	32	60	N	142	30	49	W	m	59.5433	-142.5082	713		SHIPEK GRAB		
06245001	Townsend Cromwell	JPO 212	33	100	grab, undifferentiated	1975	05	30	0208	59	21	20	N	146	20	59	W	m	59.3533	-146.3432	73		GRAB SAMPLE		
06245001	Townsend Cromwell	JPO 212	319	100	grab, undifferentiated	1975	06	7	0513	59	33	80	N	140	50	49	W	m	59.5633	-140.8415	247		GRAB SAMPLE		
41995002	Multiple	unknown	JG-23	0	unknown	1976				56	24	35	N	170	58	34	W	m	56.4058	-170.9723	125				
41995002	Multiple	unknown	JG-1	0	unknown	1977				54	12	67	N	166	38	34	W	m	54.2112	-166.639	1309				
41995002	Multiple	unknown	GLA7735	0	unknown					70	54	00	N	149	20	00	W	m	70.9	-149.3333	30				
41995002	Multiple	unknown	GLA7719	0	unknown					70	38	00	N	143	57	00	W	m	70.6333	-143.95	146				
41995002	Multiple	unknown	GLA7725	0	unknown					70	23	00	N	144	58	00	W	m	70.3833	-144.9667	38				
41995002	Multiple	unknown	GLA71_8	0	unknown					70	48	50	N	145	56	00	W	m	70.8083	-145.9333	81				
41995002	Multiple	unknown	GLA7710	0	unknown					70	40	00	N	141	27	00	W	m	70.6667	-141.45	678				
41995002	Multiple	unknown	GLA7715	0	unknown					70	11	00	N	141	33	00	W	m	70.1833	-141.55	54				
41995002	Multiple	unknown	GLA7191	0	unknown					71	23	00	N	153	34	00	W	m	71.3833	-153.5667	52				
41995002	Multiple	unknown	GLA71_2	0	unknown					70	23	20	N	143	33	00	W	m	70.3867	-143.55	44				
41995002	Multiple	unknown	PWB7076	0	unknown	1970	10	15	1155	69	35	00	N	164	48	00	W	m	69.5833	-164.8	27				
41995002	Multiple	unknown	PWB7081	0	unknown	1970	10	16	1000	69	29	00	N	164	26	00	W	m	69.4833	-164.4333	28				
41995002	Multiple	unknown	PWB7085	0	unknown	1970	10	16	1730	69	13	00	N	164	45	00	W	m	69.2167	-164.75	23				
41995002	Multiple	unknown	PWB7072	0	unknown	1970	10	14	1903	69	19	00	N	165	11	00	W	m	69.3167	-165.1833	26				
41995002	Multiple	unknown	BRSLF88	0	unknown					57	46	20	N	170	58	20	W	m	57.77	-170.97					
41995002	Multiple	unknown	BSS6803	0	unknown					71	11	00	N	153	40	00	W	m	71.1833	-153.6667					
65005001	Unknown Platform	ALASKAG	DBC82C1	701	drive sample, hand core	1977	2	2	2000	60	00	10	N	141	52	30	W	m	60.0017	-141.8717		15	HAND CORE		
65005001	Unknown Platform	ALASKAG	DBC80A1	701	drive sample, hand core	1977	2	2	2000	59	58	30	N	141	47	10	W	m	59.9717	-141.785		15	HAND CORE		
65005001	Unknown Platform	ALASKAG	DBC82B1	701	drive sample, hand core	1977	2	2	2000	60	00	10	N	141	52	30	W	m	60.0017	-141.8717		15	HAND CORE		
65005001	Unknown Platform	ALASKAG	DBC73C1	701	drive sample, hand core	1977	2	2	2000	59	55	10	N	141	26	20	W	m	59.9183	-141.4367		15	HAND CORE		
65005001	Unknown Platform	ALASKAG	DBC77C1	701	drive sample, hand core	1977	2	2	2000	59	57	20	N	141	38	40	W	m	59.9533	-141.64		15	HAND CORE		
65005001	Unknown Platform	ALASKAG	DBC73B1	701	drive sample, hand core	1977	2	2	2000	59	55	10	N	141	26	20	W	m	59.9183	-141.4367		15	HAND CORE		
65005001	Unknown Platform	ALASKAG	DBC67A1	701	drive sample, hand core	1977	2	2	2000	59	50	25	N	141	16	30	W	m	59.8375	-141.2717		15	HAND CORE		
65005001	Unknown Platform	ALASKAG	DBC62C1	701	drive sample, hand core	1977	2	2	2000	59	46	40	N	141	02	10	W	m	59.7733	-141.035		15	HAND CORE		
65005001	Unknown Platform	ALASKAG	DBC66C1	701	drive sample, hand core	1977	2	2	2000	59	49	45	N	141	13	30	W	m	59.8242	-141.2217		15	HAND CORE		
65005001	Unknown Platform	ALASKAG	DBC58D1	701	drive sample, hand core	1977	2	2	2000	59	44	50	N	140	51	40	W	m	59.7417	-140.8567		15	HAND CORE		
65005001	Unknown Platform	ALASKAG	DBC50D1	701	drive sample, hand core	1977	2	2	2000	59	42	45	N	140	26	05	W	m	59.7075	-140.4342		15	HAND CORE		
20995002	Thomas G. Thompson	TT051	116_228	500	core, piston undiff.	1970	09	07		60	17	50	N	175	54	30	W	m	60.2917	-175.905	120	487			
41995002	Multiple	unknown	PWB7053	0	unknown	1970	10	10	1305	69	24	00	N	167	12	00	W	m	69.4	-167.2	51				
65005001	Unknown Platform	ALASKAG	DBC92C1	701	drive sample, hand core	1977	2	2	2000	60	03	50	N	142	23	40	W	m	60.0583	-142.39		15	HAND CORE		
65005001	Unknown Platform	ALASKAG	DBC90A1	701	drive sample, hand core	1977	2	2	2000	60	03	25	N	142	17	15	W	m	60.0542	-142.2858		15	HAND CORE		
65005001	Unknown Platform	ALASKAG	DBC90D1	701	drive sample, hand core	1977	2	2	2000	60	03	25	N	142	17	15	W	m	60.0542	-142.2858		15	HAND CORE		
65005001	Unknown Platform	ALASKAG	DBC89C1	701	drive sample, hand core	1977	2	2	2000	60	02	55	N	142	14	15	W	m	60.0425	-142.2358		15	HAND CORE		
41995002	Multiple	unknown	A72-129	0	unknown					70	29	40	N	148	20	30	W	m	70.49	-148.3383	3				
41995002	Multiple	unknown	A72-166	0	unknown					70	26	57	N	148	34	30	W	m	70.4428	-148.5717	7				
41995002	Multiple	unknown	80-1803	0	unknown	1980				70	37	30	N	150	29	00	W	m	70.6217	-150.4833	13				
41995002	Multiple	unknown	80-1806	0	unknown	1980				70	37	30	N	150	29	00	W	m	70.6217	-150.4833	13				
41995002	Multiple	unknown	80-1771	0	unknown	1980				70	35	00	N	150	17	00	W	m	70.5833	-150.2833	9				
41995002	Multiple	unknown	80-1774	0	unknown	1980				70	35	00	N	150	17	00	W	m	70.5833	-150.2833	9				
41995002	Multiple	unknown	80-1798	0	unknown	1980				70	37	30	N	150	29	00	W	m	70.6217	-150.4833	13				
41995002	Multiple	unknown	80-1768	0	unknown	1980				70	35	00	N	150	17	00	W	m	70.5833	-150.2833	9				
41995002	Multiple	unknown	ST79_7	0	unknown					70	32	00	N	149	35	00	W	m	70.5333	-149.5833	2				
41995002	Multiple	unknown	TP79_3	0	unknown					70	26	90	N	148	14	00	W	m	70.4483	-148.2333					
20995002	Thomas G. Thompson	TT020	078_232	100	grab, undifferentiated	1967	09	12		62	34	60	N	175	36	00	W	m	62.5767	-175.6	82				
20995002	Thomas G. Thompson	TT020	079_236	100	grab, undifferentiated	1967	09	12		62	07	00	N	176	03	00	W	m	62.1167	-176.05	96				
20995002	Thomas G. Thompson	TT020	070_208	400	core, gravity undiff.	1967	08	22		69	03	00	N	170	44	00	W	m	69.05	-170.7333	55	130			
20995002	Thomas G. Thompson	TT020	076_224	100	grab, undifferentiated	1967	09	11		63	03	00	N	174	27	00	W	m	63.05	-174.45	79				
20995002	Thomas G. Thompson	TT020	061_177	400	core, gravity undiff.	1967	08	21		69	54	00	N	168	40	00	W	m	69.9	-168.6667	44	20			
20995002	Thomas G. Thompson	TT020	054_151	500	core, piston undiff.	1967	08	20		69	02	00	N	167	13	00	W	m	69.0333	-167.2167	48	136			
20995002	Thomas G. Thompson	TT020	042_118	400	core, gravity undiff.	1967	08	19		67	39	00	N	167	10	00	W	m	67.65	-167.1667	48	62			
20995002	Thomas G. Thompson	TT020	046_127	400	core, gravity undiff.	1967	08	19		67	55	00	N	167	36	00	W	m	67.9167	-167.6	54	29			
09995009	Staten Island	N00636	SI-4	401	core, gravity, phleger	1959	08	01		73	45	00	N	160	41	00	W	m	73.75	-160.6833	1646	42	PHLEGER CORE		
09995009	Staten Island	N00636	SI-36	401	core, gravity, phleger	1959	09	09		70	42	00	N	164	22	00	W	m	70.7	-164.3667	46	17	PHLEGER CORE		
06245001	Townsend Cromwell	JPO 212	242	100	grab, undifferentiated	1975	06	3	0610	59	39	70	N	143	22	89	W	m	59.6617	-143.3815	289		GRAB SAMPLE		
06245001	Townsend Cromwell	JPO 212	246	104	grab, shipek	1975	06	4	0230	59	41	90	N	142	55	79	W	m	59.6983	-142.9298	198		SHIPEK GRAB		
06245001	Townsend Cromwell	JPO 212	238	100	grab, undifferentiated	1975	06	3	1012	59	59	00	N	143	38	49	W	m	59.9833	-143.6415	155		GRAB SAMPLE		
06245001	Townsend Cromwell	JPO 212	233	100	grab, undifferentiated	1975	06	2	2336	59	51	60	N	143	53	24	W	m	59.86	-143.8873	106		GRAB SAMPLE		
06245001	Townsend Cromwell	JPO 212	220	104	grab, shipek	1975	06	2	0652	59	48	00	N	144	26	99	W	m	59.8	-144.4498	70		SHIPEK GRAB		
06245001	Townsend Cromwell	JPO 212	227	104	grab, shipek	1975	06	02	1525	59	39	40	N	144	04	90	W	m	59.6567	-144.0817	161		SHIPEK GRAB		
06245001	Townsend Cromwell	JPO 212	212	104	grab, shipek	1975	06	2	0540	59	46	40	N	144	33	09	W	m	59.7733	-144.5515	91		SHIPEK GRAB		
06245001	Townsend Cromwell	JPO 212	215	100	grab, undifferentiated	1975	06	2	0800	59	42	90	N	144	26	99	W	m	59.715	-144.4498	134		GRAB SAMPLE		
20995002	Brown Bear	BB236	132	0	unknown	1959	08	24		68	15	00	N	166	39	00	W	m	68.25	-166.65	25				
20995002	Brown Bear	BB236	099	401	core, gravity, phleger	1959	08	20		67	09	00	N	164	42	00	W	m	67.15	-164.7	30	84			
20995002	Brown Bear	BB236	092	0	unknown	1959	08	19		67	02	00	N	164	00	00	W	m	67.0333	-164	27				
20995002	Brown Bear	BB236	078	0	unknown	1959	08	16		67	28	00	N	166	58	00	W	m	67.4667	-166.9667	45				
20995002	Brown Bear	BB236	082	0	unknown	1959	08	16		67	54	00	N	166	01	00	W	m	67.9	-166.0167	37				
20995002	Brown Bear	BB236	059	0	unknown	1959	08	12		66	41	00	N	165	03	00	W	m	66.6833	-165.05	22				
41005002	Unknown Platform	OCSSEDAN	C16	103	grab, van veen					68	01	20	N	168	28	60	W	m	68.02	-168.4767	59		VAN VEEN GRAB		
20995002	Brown Bear	BB236	061	0	unknown	1959	08	12		66	40	00	N	166	20	00	W	m	66.6667	-166.3333	21				
20995002	Brown Bear	BB236	070	100	grab, undifferentiated	1959	08	14		67	06	00	N	167	32	00	W	m	67.1	-167.5333	37	0			
20995002	Brown Bear	BB236	049	0	unknown	1959	08	11		66	41	00	N	166	00	00	W	m	66.6833	-166	22				
41995002	Multiple	unknown	PWB7060	0	unknown	1970	10	11	2301	68	57	00	N	166	25	00	W	m	68.95	-166.4167	35				
41995002	Multiple	unknown	PWB7046	0	unknown	1970	10	09	1004	69	53	00	N	168	39	00	W	m	69.8833	-168.65	45				
41995002	Multiple	unknown	PWB7033	0	unknown	1970	10	06	1000	69	47	00	N	164	30	00	W	m	69.7833	-164.5	30				
41995002	Multiple	unknown	PWB7036	0	unknown	1970	10	07	0230	70	08	00	N	167	11	00	W	m	70.1333	-167.1833	48				
41995002	Multiple	unknown	PWB7044	0	unknown	1970	10	08	2200	70	11	00	N	168	56	00	W	m	70.1833	-168.9333	37				
41995002	Multiple	unknown	PWB7028	0	unknown	1970	10	04	1700	69	59	00	N	163	17	00	W	m	69.9833	-163.2833	20				
41995002	Multiple	unknown	JG-48	0	unknown	1976				55	17	26	N	167	06	75	W	m	55.2877	-167.1125	140				
41995002	Multiple	unknown	PWB7013	0	unknown	1970	09	29	0954	70	22	00	N	165	06	00	W	m	70.3667	-165.1	43				
41995002	Multiple	unknown	JG-45	0	unknown	1976				55	25	91	N	166	21	10	W	m	55.4318	-166.3517	128				
41995002	Multiple	unknown	JG-3	0	unknown	1977				54	22	65	N	168	05	23	W	m	54.3775	-168.0872	1190				
41995002	Multiple	unknown	JG-32	0	unknown	1976				56	08	31	N	169	32	27	W	m	56.1385	-169.5378	320				
65005001	Unknown Platform	ALASKAG	DBC30C1	701	drive sample, hand core	1977	2	2	2000	59	31	10	N	139	49	05	W	m	59.5183	-139.8175		15	HAND CORE		
65005001	Unknown Platform	ALASKAG	DBC32A1	701	drive sample, hand core	1977	2	2	2000	59	33	25	N	139	50	05	W	m	59.5542	-139.8342		15	HAND CORE		
65005001	Unknown Platform	ALASKAG	DBC28A1	701	drive sample, hand core	1977	2	2	2000	59	29	30	N	139	43	40	W	m	59.4883	-139.7233		15	HAND CORE		
65005001	Unknown Platform	ALASKAG	DBC26B1	701	drive sample, hand core	1977	2	2	2000	59	27	40	N	139	38	30	W	m	59.4567	-139.6383		15	HAND CORE		
65005001	Unknown Platform	ALASKAG	DBC25A1	701	drive sample, hand core	1977	2	2	2000	59	26	50	N	139	35	40	W	m	59.4417	-139.59		15	HAND CORE		
65005001	Unknown Platform	ALASKAG	DBC23A1	701	drive sample, hand core	1977	2	2	2000	59	25	10	N	139	31	15	W	m	59.4183	-139.5192		15	HAND CORE		
65005001	Unknown Platform	ALASKAG	DBC19D1	701	drive sample, hand core	1977	2	2	2000	59	21	35	N	139	20	15	W	m	59.3558	-139.3358		15	HAND CORE		
65005001	Unknown Platform	ALASKAG	DBC20D1	701	drive sample, hand core	1977	2	2	2000	59	22	25	N	139	23	10	W	m	59.3708	-139.385		15	HAND CORE		
41995001	Multiple	RU529OCS	01SL_A	100	grab, undifferentiated	1977	08	03		70	33	70	N	149	36	30	W	m	70.5617	-149.605	1		GRAB SAMPLE		
41995001	Multiple	RU529OCS	23SL_A	100	grab, undifferentiated	1977	08	07		70	30	50	N	149	46	50	W	m	70.5083	-149.775	2		GRAB SAMPLE		
41995001	Multiple	RU529OCS	26SL_A	100	grab, undifferentiated	1977	08	07		70	31	60	N	149	51	90	W	m	70.5267	-149.865	3		GRAB SAMPLE		
41995001	Multiple	RU529OCS	14SL_A	100	grab, undifferentiated	1977	08	06		70	32	00	N	149	40	40	W	m	70.5333	-149.6733	2		GRAB SAMPLE		
41995002	Multiple	unknown	80-1766	0	unknown	1980				70	35	00	N	150	17	00	W	m	70.5833	-150.2833	9				
41995002	Multiple	unknown	80-1510	0	unknown	1980				71	22	00	N	160	02	00	W	m	71.3667	-160.0333	45				
41995002	Multiple	unknown	80-1516	0	unknown	1980				71	14	00	N	158	42	00	W	m	71.2333	-158.7	102				
41995001	Multiple	RU529OCS	38SL_A	100	grab, undifferentiated	1977	08	14		70	32	60	N	149	30	80	W	m	70.5433	-149.5133	2		GRAB SAMPLE		
20995002	Thomas G. Thompson	TT051	051_099	100	grab, undifferentiated	1970	08	27		57	38	00	N	158	33	00	W	m	57.6333	-158.55	37				
20995002	Thomas G. Thompson	TT051	055_104	100	grab, undifferentiated	1970	08	28		58	13	10	N	160	13	60	W	m	58.2183	-160.2267	31				
20995002	Thomas G. Thompson	TT051	047_094	100	grab, undifferentiated	1970	08	27		58	19	20	N	160	55	30	W	m	58.32	-160.9217	26				
20995002	Thomas G. Thompson	TT051	040_083	100	grab, undifferentiated	1970	08	26		58	56	40	N	163	16	50	W	m	58.94	-163.275	23				
65005001	Unknown Platform	ALASKAG	DBC19A1	701	drive sample, hand core	1977	2	2	2000	59	21	35	N	139	20	15	W	m	59.3558	-139.3358		15	HAND CORE		
20995002	Thomas G. Thompson	TT018	037_060	103	grab, van veen	1967	07	27		65	35	50	N	168	55	00	W	m	65.5917	-168.9167	48				
20995002	Thomas G. Thompson	TT018	039_065	103	grab, van veen	1967	07	27		65	40	00	N	168	12	00	W	m	65.6667	-168.2	37				
20995002	Thomas G. Thompson	TT018	030_047	103	grab, van veen	1967	07	26		65	18	30	N	167	17	70	W	m	65.305	-167.295	9				
20995002	Thomas G. Thompson	TT018	022_031	103	grab, van veen	1967	25	7		63	05	00	N	167	00	00	W	m	63.0833	-167	20				
20995002	Thomas G. Thompson	TT018	025_036	103	grab, van veen	1967	25	7		63	16	00	N	168	00	00	W	m	63.2667	-168	22				
20995002	Thomas G. Thompson	TT018	014_019	103	grab, van veen	1967	07	23		64	31	80	N	163	46	70	W	m	64.53	-163.7783	12				
20995002	Thomas G. Thompson	TT018	016_021	103	grab, van veen	1967	07	24		62	43	00	N	165	28	00	W	m	62.7167	-165.4667	15				
20995002	Thomas G. Thompson	TT020	050_137	500	core, piston undiff.	1967	08	19		68	35	50	N	167	47	00	W	m	68.5917	-167.7833	52	198			
20995002	Thomas G. Thompson	TT020	038_101	400	core, gravity undiff.	1967	08	18		68	09	00	N	169	37	00	W	m	68.15	-169.6167	56	41			
20995002	Thomas G. Thompson	TT020	038_105	500	core, piston undiff.	1967	08	18		68	09	00	N	169	37	00	W	m	68.15	-169.6167	56	587			
20995002	Thomas G. Thompson	TT020	039_109	500	core, piston undiff.	1967	08	18		67	51	00	N	169	10	00	W	m	67.85	-169.1667	52	761			
20995002	Thomas G. Thompson	TT020	034_084	400	core, gravity undiff.	1967	08	17		68	27	50	N	168	05	00	W	m	68.4583	-168.0833	52	138			
20995002	Thomas G. Thompson	TT020	026_054	400	core, gravity undiff.	1967	08	16		67	30	00	N	165	54	00	W	m	67.5	-165.9	41	114			
20995002	Thomas G. Thompson	TT020	027_063	500	core, piston undiff.	1967	08	16		67	18	00	N	166	05	00	W	m	67.3	-166.0833	38	619			
65005001	Unknown Platform	ALASKAG	DBC90C1	701	drive sample, hand core	1977	2	2	2000	60	03	25	N	142	17	15	W	m	60.0542	-142.2858		15	HAND CORE		
65005001	Unknown Platform	ALASKAG	DBC91C1	701	drive sample, hand core	1977	2	2	2000	60	03	40	N	142	20	35	W	m	60.0567	-142.3392		15	HAND CORE		
65005001	Unknown Platform	ALASKAG	DBC89B1	701	drive sample, hand core	1977	2	2	2000	60	02	55	N	142	14	15	W	m	60.0425	-142.2358		15	HAND CORE		
65005001	Unknown Platform	ALASKAG	DBC88A1	701	drive sample, hand core	1977	2	2	2000	60	02	30	N	142	11	10	W	m	60.0383	-142.185		15	HAND CORE		
65005001	Unknown Platform	ALASKAG	DBC78C1	701	drive sample, hand core	1977	2	2	2000	59	57	00	N	141	41	50	W	m	59.95	-141.6917		15	HAND CORE		
65005001	Unknown Platform	ALASKAG	DBC71B1	701	drive sample, hand core	1977	2	2	2000	59	53	00	N	141	27	15	W	m	59.8833	-141.4525		15	HAND CORE		
65005001	Unknown Platform	ALASKAG	DBC62D1	701	drive sample, hand core	1977	2	2	2000	59	46	40	N	141	02	10	W	m	59.7733	-141.035		15	HAND CORE		
65005001	Unknown Platform	ALASKAG	DBC59C1	701	drive sample, hand core	1977	2	2	2000	59	45	30	N	140	55	05	W	m	59.755	-140.9175		15	HAND CORE		
65005001	Unknown Platform	ALASKAG	DBC50A1	701	drive sample, hand core	1977	2	2	2000	59	42	45	N	140	26	05	W	m	59.7075	-140.4342		15	HAND CORE		
65005001	Unknown Platform	ALASKAG	DBC44C1	701	drive sample, hand core	1977	2	2	2000	59	44	50	N	140	08	25	W	m	59.7417	-140.1375		15	HAND CORE		
41995002	Multiple	unknown	80-1800	0	unknown					70	37	30	N	150	29	00	W	m	70.6217	-150.4833					
41995002	Multiple	unknown	80-1764	0	unknown	1980				70	35	00	N	150	17	00	W	m	70.5833	-150.2833	9				
41995001	Multiple	RU529OCS	41SL_A	100	grab, undifferentiated	1977	08	07		70	29	30	N	149	46	50	W	m	70.4883	-149.775	0		GRAB SAMPLE		
41995002	Multiple	unknown	80-1373	0	unknown	1980				71	28	00	N	156	18	60	W	m	71.4667	-156.31	19				
41995001	Multiple	RU529OCS	32SL_C	100	grab, undifferentiated	1977	08	14		70	32	00	N	149	27	20	W	m	70.5333	-149.4533	2		GRAB SAMPLE		
41995001	Multiple	RU529OCS	36SL_A	100	grab, undifferentiated	1977	08	14		70	31	60	N	149	30	80	W	m	70.5267	-149.5133	2		GRAB SAMPLE		
20995002	Thomas G. Thompson	TT018	014_018	103	grab, van veen	1967	07	23		64	31	80	N	163	46	70	W	m	64.53	-163.7783	12				
20995002	Thomas G. Thompson	TT018	008	103	grab, van veen	1967	07	21		64	19	00	N	165	46	00	W	m	64.3167	-165.7667	16				
09035008	Silas Bent	BENT	DAR5	406	core, gravity, ewing					48	08	20	N	139	53	70	W	m	48.1367	-139.895	4152	419	EWING GRAV CORE		
65005001	Unknown Platform	ALASKAG	DBC86A1	701	drive sample, hand core	1977	2	2	2000	60	01	30	N	142	05	05	W	m	60.0217	-142.0842		15	HAND CORE		
65005001	Unknown Platform	ALASKAG	DBC79B1	701	drive sample, hand core	1977	2	2	2000	59	57	25	N	141	44	45	W	m	59.9542	-141.7408		15	HAND CORE		
65005001	Unknown Platform	ALASKAG	DBC80C1	701	drive sample, hand core	1977	2	2	2000	59	58	30	N	141	47	10	W	m	59.9717	-141.785		15	HAND CORE		
65005001	Unknown Platform	ALASKAG	DBC76A1	701	drive sample, hand core	1977	2	2	2000	59	57	50	N	141	35	35	W	m	59.9583	-141.5892		15	HAND CORE		
06245001	Townsend Cromwell	JPO 212	256	104	grab, shipek	1975	06	4	0058	59	48	20	N	142	46	19	W	m	59.8033	-142.7698	190		SHIPEK GRAB		
06245001	Townsend Cromwell	JPO 212	261	100	grab, undifferentiated	1975	06	3	2152	59	56	00	N	142	31	49	W	m	59.9333	-142.5248	106		GRAB SAMPLE		
06245001	Townsend Cromwell	JPO 212	208R	104	grab, shipek	1975	06	02	0235	59	33	25	N	144	31	30	W	m	59.5542	-144.5217	155		SHIPEK GRAB		
06245001	Townsend Cromwell	JPO 212	202	104	grab, shipek	1975	06	2	0032	59	31	40	N	144	36	59	W	m	59.5233	-144.6098	186		SHIPEK GRAB		
06245001	Townsend Cromwell	JPO 212	205	100	grab, undifferentiated	1975	06	1	2245	59	37	00	N	144	35	29	W	m	59.6167	-144.5882	145		GRAB SAMPLE		
06245001	Townsend Cromwell	JPO 212	184	100	grab, undifferentiated	1975	06	1	1419	59	54	80	N	144	54	59	W	m	59.9133	-144.9098	188		GRAB SAMPLE		
06245001	Townsend Cromwell	JPO 212	170	104	grab, shipek	1975	05	31	2246	60	16	90	N	145	42	00	W	m	60.2817	-145.7	24		SHIPEK GRAB		
20995002	Burton Island	BI060	009	0	unknown	1960				71	20	00	N	156	20	00	W	m	71.3333	-156.3333	22				
01995001	Vema	V20	V200078	500	core, piston	1964	05	09		47	15		N	131	02		W		47.25	-131.0333	2983		core, piston		
20995002	Thomas G. Thompson	TT020	036_095	500	core, piston undiff.	1967	08	17		68	30	50	N	168	52	00	W	m	68.5083	-168.8667	55	231			
20995002	Thomas G. Thompson	TT020	030_072	400	core, gravity undiff.	1967	08	16		67	23	50	N	167	20	00	W	m	67.3917	-167.3333	44	31			
20995002	Thomas G. Thompson	TT020	018_027	400	core, gravity undiff.	1967	08	14		67	05	40	N	164	29	00	W	m	67.09	-164.4833	28	94			
20995002	Thomas G. Thompson	TT018	034_054	104	grab, shipek	1967	07	27		65	04	60	N	167	58	50	W	m	65.0767	-167.975	42				
20995002	Staten Island	SI689	061	401	core, gravity, phleger	1961	09	17		67	45	00	N	166	29	00	W	m	67.75	-166.4833	47	36			
20995002	Staten Island	SI689	041	100	grab, undifferentiated	1961	09	15		69	46	00	N	169	20	00	W	m	69.7667	-169.3333	38	0			
20995002	Northwind	NW261	025	101	grab, orange peel	1961	09	14		62	45	00	N	172	30	00	W	m	62.75	-172.5	52				
20995002	Staten Island	SI689	021	401	core, gravity, phleger	1961	09	12		71	17	00	N	157	31	00	W	m	71.2833	-157.5167	0	0			
41995002	Multiple	unknown	C80_6	0	unknown					70	36	00	N	151	51	00	W	m	70.6	-151.85	2				
41995002	Multiple	unknown	TP79_4	0	unknown					70	27	20	N	148	15	00	W	m	70.4533	-148.25					
41995002	Multiple	unknown	SMG1580	0	unknown					71	23	00	N	152	42	00	W	m	71.3833	-152.7	100				
41995002	Multiple	unknown	SMG1541	0	unknown					71	19	00	N	152	54	00	W	m	71.3167	-152.9	55				
41995002	Multiple	unknown	SMG1324	0	unknown					71	22	40	N	152	06	10	W	m	71.3733	-152.1017	71				
41995002	Multiple	unknown	SMG1288	0	unknown					70	40	10	N	148	28	60	W	m	70.6683	-148.4767	25				
41995002	Multiple	unknown	PWB7084	0	unknown	1970	10	16	1400	69	20	00	N	164	36	00	W	m	69.3333	-164.6	25				
41995002	Multiple	unknown	PWB7059	0	unknown	1970	10	11	1431	69	04	00	N	166	40	00	W	m	69.0667	-166.6667	41				
41995002	Multiple	unknown	SMG1555	0	unknown					71	14	00	N	152	55	00	W	m	71.2333	-152.9167	40				
41995002	Multiple	unknown	SMG1412	0	unknown					71	04	40	N	153	01	50	W	m	71.0733	-153.025	15				
41995002	Multiple	unknown	SMG1391	0	unknown					71	23	40	N	156	27	10	W	m	71.39	-156.4517	5				
41995002	Multiple	unknown	SMG1124	0	unknown					71	17	60	N	152	41	50	W	m	71.2933	-152.6917	58				
41995002	Multiple	unknown	PWB7523	0	unknown					70	29	50	N	150	59	50	W	m	70.4917	-150.9917	1				
41995002	Multiple	unknown	PWB7078	0	unknown	1970	10	15	1850	69	27	00	N	165	38	00	W	m	69.45	-165.6333	34				
41995002	Multiple	unknown	PWB7075	0	unknown	1970	10	15	0930	69	31	00	N	164	19	00	W	m	69.5167	-164.3167	30				
41995002	Multiple	unknown	PWB7050	0	unknown	1970	10	10	0102	69	38	00	N	167	44	00	W	m	69.6333	-167.7333	46				
41995002	Multiple	unknown	PWB7068	0	unknown	1970	10	13	1420	69	38	00	N	166	48	00	W	m	69.6333	-166.8	45				
41995002	Multiple	unknown	PWB7034	0	unknown	1970	10	06	1720	69	52	00	N	165	37	00	W	m	69.8667	-165.6167	43				
41995002	Multiple	unknown	PWB7031	0	unknown	1970	10	05	1700	69	45	00	N	163	34	00	W	m	69.75	-163.5667	20				
41995002	Multiple	unknown	JG-6	0	unknown	1977				55	42	87	N	170	49	08	W	m	55.7145	-170.818	3158				
