"","sppocean","npres","npres.tr","npres.te","ntot","auc","auc.tt","r2.biomass","r2.biomass.tt","r2.all","r2.all.tt","r2.pres.1deg","r2.abun.1deg","dev.pres","dev.biomass"
"412","pycnopodia helianthoides_Pac",1938,1483,455,32059,0.875323595930647,0.84447385751734,0.153554647717125,0.193841978113102,0.011880674431283,0.0484174051049342,0.29,0.06,0.263908620443542,0.355806522457445
"413","pyrulofusus deformis_Pac",677,458,219,11115,0.739798098811205,0.644776656732196,0.215277816423613,0.0488710740607249,0.0188162871722254,0.000378860339917631,0.11,0.07,0.0953765221462946,0.215034251429339
"414","pyrulofusus melonis_Pac",367,193,174,14706,0.842648325017418,0.787727070689442,0.379650141926666,0.118693686218545,0.0102152457296361,0.00321611181585224,0.15,0.05,0.19171193639895,0.713691418797029
"415","raja binoculata_Pac",2030,1587,443,31106,0.874394359405921,0.867551893541545,0.164238422802122,0.10212990760506,0.0787485791302251,0.0606324268152113,0.26,0.18,0.275051630756848,0.554149986214678
"416","raja eglanteria_Atl",2283,1544,739,29891,0.930697701618922,0.921180559770667,0.205558790848865,0.0552713996997902,0.120307629794257,0.118053067236237,0.51,0.25,0.413822358120389,0.318543101902933
"417","raja inornata_Pac",714,534,180,8848,0.959547846677347,0.961172257162828,0.230291722444558,0.0465613809473042,0.248728253615511,0.222491256874352,0.64,0.47,0.54664682154143,0.230469777315824
"418","raja rhina_Pac",6227,4725,1502,17114,0.814740373720129,0.786586824022939,0.238348390163691,0.202657004145232,0.203842171195192,0.201425395737731,0.41,0.44,0.239637365901574,0.518495076270669
"419","raja texana_Atl",590,420,170,7766,0.767169047484074,0.706271532474168,0.222740398922211,0.187400943265289,0.0506091495509958,0.0354464822458566,0.23,0.16,0.1231519316361,0.222604407996891
"420","raninoides louisianensis_Atl",365,269,96,7766,0.846569419534187,0.824939945092665,0.228946031836876,0.000112929060942928,0.179688011424663,0.00932797223076317,0.18,0.64,0.209253492194647,0.228283301229164
"421","rathbunaster californicus_Pac",1104,851,253,8847,0.772080252008828,0.738025695607879,0.261125286910353,0.299628922881373,0.0145906298231705,0.0450613720689712,0.27,0.13,0.139822715810568,0.373586262946747
"422","reinhardtius hippoglossoides_Atl",9850,7720,2130,56925,0.972473688438592,0.954631165713343,0.564559885558481,0.212453998555557,0.0873343450837328,0.0556209230785701,0.83,0.2,0.655742766474692,0.859597597165772
"423","reinhardtius hippoglossoides_Pac",2801,2077,724,22857,0.919357964781736,0.903340947312034,0.498020143840456,0.266738878181374,1.07838857896663e-07,0.163564590615192,0.48,0,0.411546803402638,0.514364356132107
"424","renilla muelleri_Atl",760,629,131,7766,0.832831163513964,0.675883874985238,0.130477302619558,0.0339650989304756,0.0568027400827316,0.0163570269155039,0.33,0.34,0.207898031693704,0.130456579904771
"425","rhizoprionodon terraenovae_Atl",751,611,140,13062,0.828546477601532,0.823514794267225,0.964056169449336,0.898240804815493,0.102938061685471,0.115272501483472,0.31,0.28,0.205328134085055,0.979164001877188
"426","rhomboplites aurorubens_Atl",505,218,287,13062,0.808375195248308,0.768998538833316,0.812705161009075,0.309640040566333,0.127319131278927,0.0238734684439021,0.15,0.28,0.160655522354216,0.975358963999976
"427","rhynchoconger flavus_Atl",590,524,66,7766,0.814638602308988,0.789906462065183,0.3347266058868,0.0934485251778685,0.0620430823439002,0.0206845920291155,0.2,0.02,0.176957173958946,0.334625258487843
"428","rimapenaeus similis_Atl",1978,1710,268,7766,0.715575896017213,0.619623671525641,0.0642658146545725,0.00892004645854547,0.0497489926475397,0.0141735357523003,0.2,0.18,0.0978527638942979,0.0639503765790484
"429","rossia pacifica_Pac",1389,1034,355,31074,0.780633015755881,0.716488077071888,0.213217709329421,0.12794689613423,0.00074734228499862,0.0191804316494099,0.09,0,0.133581784785507,0.961084312554028
"430","sabinea hystrix_Atl",438,379,59,9993,0.882464893228062,0.835960160754849,0.0866617150024978,0.0686258639889004,0.0437209817318662,0.0329633289396625,0.28,0.18,0.254574661749142,0.0865691536515472
"431","sabinea sarsi_Atl",477,307,170,14423,0.733852286191655,0.686572419022852,0.237074341188386,0.0899085167854863,0.00877403100233413,0.011214884337997,0.09,0.03,0.0845502169904956,0.965911278407646
"432","sabinea septemcarinata_Atl",2736,2385,351,14955,0.761196567252907,0.660808404558407,0.257230832376608,0.195057813340561,0.0738141826330667,0.0481670111253525,0.31,0.18,0.137972357508009,0.967163338262296
"433","sagenaster evermanni_Pac",751,592,159,6170,0.916318501578298,0.910200380283752,0.0401396757002433,0.00841586061517865,0.0714579310336818,0.0585662103773285,0.37,0.05,0.411819493694786,0.0400864236250243
"434","sardinella aurita_Atl",872,654,218,13061,0.806018793452663,0.765664160401,0.907823921051423,0.496122325629339,0.0470055817219789,0.0611561567146989,0.26,0.21,0.175898438123512,0.972719708070419
"435","sarritor frenatus_Pac",2496,2050,446,22857,0.792004666333565,0.787321375186843,0.162436089562856,0.131501011529938,0.0356731869143218,0.0259912812990162,0.18,0.08,0.166107343275586,0.902065928748479
"436","saurida brasiliensis_Atl",2965,2535,430,7766,0.762118909319403,0.764875023297243,0.0982885181312401,0.025426638997457,0.0472910251529637,0.0672305170578238,0.34,0.13,0.164965659428416,0.0982096822165095
"437","sclerocrangon boreas_Atl",1371,1055,316,14423,0.827659289342068,0.814533434178712,0.0903946962441608,0.0515830309685486,1.38232103478737e-06,0.000253625865758957,0.32,0,0.203780273035863,0.946947948593381
"438","scomber scombrus_Atl",4320,2995,1325,41038,0.812927378311771,0.802203944662864,0.0854362255521317,0.0266880757566132,0.00660978580793271,0.014786008823972,0.2,0.03,0.193647597564662,0.105292663627429
"439","scomberomorus maculatus_Atl",591,534,57,13062,0.860991951411895,0.837872077453904,0.951425011769502,0.917363984586159,0.100865078630197,0.112932216932833,0.26,0.38,0.230387345504631,0.977348637663063
"440","scophthalmus aquosus_Atl",8928,6765,2163,45641,0.871022979747237,0.867359650109777,0.27286137651781,0.0672979557561574,0.0740376132394041,0.123521776328879,0.58,0.21,0.318626030568226,0.274100195367367
"441","scorpaea brasiliesis_Atl",330,37,293,7766,0.890871395504233,0.569196597865541,0.0816895656138171,3.90461206332332e-05,0.04098250727519,0.00189826866594215,0.25,0.03,0.290408508282494,0.0811151897189352
"442","scorpaena calcarata_Atl",804,533,271,13062,0.801659176381089,0.762552982214998,0.488394057449946,0.00734790396862955,0.0719856482549823,0.00150192151871599,0.21,0.35,0.173548938809584,0.983579371906875
"443","scyliorhinus retifer_Atl",834,267,567,29891,0.965713879665175,0.947326580481218,0.182354194913381,0.0543449638263645,0.277063790364168,0.250241645942056,0.54,0.57,0.524039573283843,0.336936728754447
"444","sebastes alutus_Pac",6586,5099,1487,31074,0.878576774975299,0.877384644504141,0.185767310629973,0.170590201817373,0.0855109196487277,0.0870519482309903,0.59,0.23,0.340985691047161,0.332259812858083
"445","sebastes aurora_Pac",1172,909,263,8848,0.903000431734335,0.848964654174055,0.140707464685755,0.0690804328424818,0.204220511614575,0.131571564990491,0.41,0.39,0.368491207722475,0.14592438637321
"446","sebastes babcocki_Pac",1841,1439,402,19791,0.810835609204762,0.809302167822675,0.182304188678493,0.223880068977299,0.0206610744757261,0.0316206976048733,0.17,0.05,0.181261465521197,0.398532464520328
"447","sebastes borealis_Pac",1226,994,232,14342,0.891845669237306,0.865828253361943,0.120298491203642,0.089790415843372,0.042507032977723,0.0719695416222104,0.28,0.02,0.306721652311343,0.646428293763884
"448","sebastes brevispinis_Pac",734,573,161,16181,0.808273883326854,0.808926451227298,0.126543197003372,0.103696334514147,0.00430146425418989,0.0112271454694825,0.14,0.03,0.158943018009531,0.274847394597432
"449","sebastes chlorostictus_Pac",457,384,73,8848,0.856717901617523,0.850917412678299,0.0996994195397678,0.0378809550596704,0.0205203769675575,0.0105955141988668,0.18,0.08,0.227612900707654,0.175673553372678
"450","sebastes crameri_Pac",2087,1666,421,16181,0.887989900652645,0.887337879237735,0.201591300593404,0.136167328304115,0.0333353462362642,0.0338387320677218,0.49,0.07,0.336762408801383,0.239350394523933
"451","sebastes diploproa_Pac",2172,1745,427,17114,0.935076617925718,0.915484111524193,0.190446604291705,0.108685770553645,0.0628892922421891,0.0479096760800412,0.64,0.21,0.463191311685226,0.220261887794732
"452","sebastes elongatus_Pac",2700,2143,557,17114,0.876451096927374,0.874805025426563,0.134554501067344,0.140641341348822,0.0526495450416575,0.0640700480843604,0.44,0.25,0.333706378660097,0.155914689538478
"453","sebastes entomelas_Pac",516,422,94,16181,0.859671179764286,0.846111927214144,0.164453358677472,0.151299783297652,0.00931651725953054,0.00858418312254041,0.16,0.04,0.207101900766864,0.165346786393756
"454","sebastes fasciatus_Atl",5212,3828,1384,24595,0.893193869120196,0.905032867035684,0.0778923802601,0.0944406576035133,0.0383569158795731,0.0630216419738317,0.62,0.15,0.376418514650855,0.283572718081187
"455","sebastes flavidus_Pac",865,707,158,16181,0.879692361458055,0.862547843496801,0.129690359459559,0.0788428816766628,0.0217965681706162,0.0269224554830106,0.28,0.17,0.267185179993329,0.346088506433443
"456","sebastes goodei_Pac",1301,1050,251,8848,0.894381629159296,0.903384487068187,0.149652497957567,0.180678467686535,0.0353735524355759,0.0996080456997964,0.53,0.08,0.3568786230795,0.166950186592925
"457","sebastes helvomaculatus_Pac",1041,866,175,17114,0.758231700192551,0.765365939479244,0.177121068502431,0.190705522053142,0.0207148089102091,0.0273268127669722,0.07,0.04,0.114383268946912,0.239247180772027
"458","sebastes jordani_Pac",861,699,162,8848,0.900062776227383,0.894286284626248,0.0771853635127579,0.0776608942421,0.0222000200565178,0.0344054493336108,0.47,0.1,0.343635802335455,0.129847458921492
"459","sebastes melanostictus or sebastes aleutianus_Pac",299,255,44,5259,0.838763283525733,0.801745129870129,0.35125978941293,0.121543918926047,0.0338658337136632,0.0358681290126632,0.21,0.04,0.201436406594886,0.351070766045433
"460","sebastes melanostomus_Pac",508,397,111,8848,0.890671321210801,0.840873423151905,0.134669745083572,0.103470624605524,0.0460623289531379,0.0375446311658353,0.27,0.14,0.293729368156909,0.134711573122567
"461","sebastes mentella_Atl",6430,4978,1452,15282,0.836572452192924,0.773022462782438,0.504839529679496,0.20725134049283,0.0807845419937814,0.0430102895174283,0.44,0.15,0.293513498221791,0.831219030008949
"462","sebastes paucispinis_Pac",675,574,101,17114,0.91741617157034,0.932822586894448,0.191801166061424,0.0674078016155333,0.0174480143872853,0.00586703189918921,0.42,0.12,0.341494831120032,0.203290092623075
"463","sebastes pinniger_Pac",924,726,198,16181,0.865635126818597,0.854851575976944,0.12546272206271,0.0781322389234158,0.0108964965070246,0.00310526824557769,0.26,0.07,0.244265905834603,0.182041089319275
"464","sebastes polyspinis_Pac",2857,2279,578,22857,0.85754843367159,0.873192879927419,0.0942774291108976,0.0781873175831294,0.0130913926813981,0.00986578971107845,0.46,0.06,0.277553103446887,0.171877707208861
"465","sebastes proriger_Pac",552,463,89,16181,0.720917474112135,0.711054280941699,0.0704441473427972,0.0280226075413954,0.00209390443573123,0.000306747565384767,0.06,0.06,0.0780029126492409,0.0799351954537605
"466","sebastes saxicola_Pac",2059,1650,409,8848,0.855959355157714,0.849200303961739,0.198218004068565,0.167859137536722,0.0919064844368994,0.0846381516812354,0.57,0.09,0.297168608516442,0.229614981064626
"467","sebastes semicinctus_Pac",609,470,139,8848,0.955782910826389,0.969081509776844,0.136113622636274,0.085628252630419,0.0605559835000947,0.0477747760004466,0.64,0.16,0.508613037619914,0.242173737658504
"468","sebastes variabilis_Pac",1125,840,285,22857,0.858407346053952,0.828332964936849,0.0824367372972447,0.0824911592912948,0.00859991438508995,0.0138998720007426,0.27,0.07,0.22988952457824,0.193341938019228
"469","sebastes variegatus_Pac",722,607,115,11742,0.77069788749744,0.735051305516071,0.0544653046421274,0.0585003681700681,0.00213721500491759,0.000442671262782306,0.14,0.01,0.124145520055196,0.252802352633725
"470","sebastes zacentrus_Pac",1422,1163,259,16181,0.753044389039523,0.735283974370615,0.0713855383319178,0.04357538696768,0.00521309089932825,0.00783079858899894,0.09,0.06,0.11643707101112,0.0929836037420584
"471","sebastolobus alascanus_Pac",6896,5483,1413,20776,0.883027765960506,0.872609529207528,0.227524543112523,0.141866714336079,0.195802576025619,0.154420280306207,0.42,0.24,0.386196829318356,0.467477349210414
"472","sebastolobus altivelis_Pac",2433,1941,492,17114,0.987602184425017,0.97122919284464,0.455868014748866,0.342995993672969,0.643341582451297,0.592496461336114,0.89,0.75,0.769090406362179,0.788700217265507
"473","selar crumenophthalmus_Atl",463,390,73,13062,0.729069741727612,0.707586311081381,0.907119242587961,0.537016546214513,0.0180785608608991,0.0102743430283551,0.16,0.21,0.0959207251591151,0.981890068553258
"474","selene setapinnis_Atl",2001,1395,606,23478,0.836716751276584,0.748274167108561,0.73965580858946,0.134919725764465,0.0236504009469689,0.0369692225184758,0.3,0.1,0.233370104979687,0.968688877948844
"475","sergestes arcticus_Atl",1096,814,282,14423,0.891440370763686,0.803310010544284,0.315882892298692,0.15483670385858,0.0343314087875285,0.000144935442576348,0.31,0.09,0.31042580562206,0.974491608794846
"476","sergia robusta_Atl",516,439,77,14423,0.918465507025437,0.868571243571252,0.432768696897395,0.0245483892734091,0.0384465653339224,0.0547287557698759,0.25,0.11,0.325640223431821,0.989745070632544
"477","serranus atrobranchus_Atl",2345,2015,330,7766,0.828566866041354,0.819220000495553,0.185101285065321,0.100416562303936,0.125808210070523,0.0902785737722194,0.43,0.23,0.252125874291758,0.185076798678231
"478","serripes groenlandicus_Pac",770,613,157,22857,0.769751966691402,0.820080288831969,0.232635156742852,0.0614386762807396,0.00394946754332614,0.0142797749499005,0.08,0.01,0.109951962676095,0.828529513485451
"479","serrivomer beanii_Atl",1041,847,194,14955,0.928167567562332,0.914513525168714,0.221992637520748,0.132054976295483,0.0293532604511563,0.0593908766306074,0.53,0.03,0.397088041415622,0.974705630336456
"480","sicyonia brevirostris_Atl",2530,2009,521,13061,0.831962720265382,0.794257171994774,0.489538533136569,0.328295791323154,0.115581147594254,0.118165142833374,0.41,0.39,0.263904927209265,0.974419666396255
"481","sicyonia dorsalis_Atl",1985,1821,164,7766,0.718564375525308,0.679090063038862,0.264662469406872,0.051458204921727,0.086219090572256,0.0124998795984598,0.14,0.24,0.0974209061227871,0.264644324083606
"482","siliqua alta_Pac",276,200,76,5614,0.869484106298306,0.865593424822804,0.351340376683575,0.195067234971217,0.0362820611718972,0.139841704483736,0.16,0.04,0.232943987163542,0.35120843176555
"483","solenocera vioscai_Atl",709,546,163,7766,0.844608170462842,0.754042900648809,0.113073577603971,0.0322602100297723,0.0860048927875197,0.0409131051229972,0.35,0.21,0.231664668225413,0.11289392872343
"484","sphoeroides dorsalis_Atl",520,177,343,13062,0.828010116776851,0.819197010794491,0.789776702335961,0.360030553735113,0.171989915618117,0.0338549626170351,0.17,0.31,0.185932865056183,0.986361210593304
"485","sphoeroides maculatus_Atl",736,474,262,22262,0.93480397441516,0.931290422489018,0.139137834912324,0.0721819950332431,0.0617274443080534,0.160914132460144,0.29,0.18,0.37241016090561,0.667871277594814
"486","sphoeroides parvus_Atl",1838,1697,141,7766,0.689913345345456,0.582740642517027,0.25290964805275,0.00018555187235847,0.080922105880426,0.00118726286428284,0.17,0.32,0.0734743764289368,0.252878552393446
"487","sphoeroides spegleri_Atl",309,71,238,7766,0.8569832736817,0.45716522350385,0.144823951276938,1.14499475297029e-05,0.0364611986527587,0.000670754260236343,0.24,0.13,0.224941662635458,0.144646949951438
"488","sphyraena guachancho_Atl",492,440,52,13062,0.787791457270174,0.804890324519229,0.588185478149752,0.00726001997447029,0.0266712383643333,0.000434834102689634,0.16,0.12,0.144614506183452,0.98668677054342
"489","spirontocaris lilljeborgi_Atl",359,267,92,14423,0.720681975909581,0.589439437102082,0.200151928195594,0.0858755649002344,0.00715180171608809,0.000868180812339702,0.06,0.05,0.0660466305230036,0.981200349855293
"490","spirontocaris spinus_Atl",3151,NA,NA,26818,0.906711774715818,NA,0.181990156995042,NA,0.0117881364818854,NA,0.56,0.13,0.369826492396351,0.97612260382767
"491","squalus acanthias_Atl",16300,12888,3412,62006,0.871317189564893,0.88810192605383,0.14442006581365,0.0603301984906693,0.0463731761389052,0.0530619716667099,0.5,0.06,0.344974921438211,0.675093740664956
"492","squalus acanthias_Pac",5190,4314,876,32060,0.910468193033863,0.886220661110672,0.0622112852789614,0.0416980687143747,0.00522503181913158,0.0107462713352074,0.58,0.06,0.411599097714493,0.228154942687723
"493","squatina dumeril_Atl",513,365,148,22261,0.931751426314643,0.914772869988956,0.260136780778284,0.198080018764951,0.09912867660431,0.108248212500052,0.28,0.2,0.343572004701334,0.665720471187456
"494","squilla chydaea_Atl",1496,1243,253,7766,0.749639975607466,0.740656734569775,0.0933701740610823,0.0120811975826057,0.0376517809566864,0.0292810823530794,0.26,0.23,0.128182551235101,0.0931285106180576
"495","squilla empusa_Atl",2757,2373,384,7766,0.718978236707479,0.609187874251496,0.0461122380875925,0.0171409395758089,0.0449281428791138,0.00794694293936237,0.26,0.12,0.108735314747253,0.0460099400395
"496","stegophiura ponderosa_Pac",1029,786,243,17128,0.844089453551775,0.803124624257717,0.179981748268407,0.104244514680899,0.0147267976785771,0.0231007911253104,0.27,0.05,0.241056681408144,0.860002821281018
"497","stellifer lanceolatus_Atl",410,331,79,7766,0.85959594954842,0.85450766879068,0.200438207292022,0.0973720634389872,0.0500367927832932,0.0785712428047772,0.25,0.18,0.243074215253791,0.200092010093888
"498","stenorhynchus seticornis_Atl",419,158,261,7766,0.79611342671325,0.604935470861062,0.171130570689547,0.0388772309102208,0.0215214352166147,0.0205983185080677,0.17,0.08,0.146066097827702,0.170792297320078
"499","stenotomus caprinus_Atl",5124,4474,650,7766,0.756350050910027,0.640364596643664,0.130836245036801,0.0437957299930465,0.0384443409711437,0.0182426942272129,0.27,0.3,0.153302288543783,0.130833947738134
"500","stenotomus chrysops_Atl",3966,2941,1025,29891,0.91406064858924,0.902860744658355,0.108821976658756,0.0700182443702545,0.0475856291707391,0.0189281257634014,0.42,0.08,0.408313294047844,0.167777338544685
"501","stephanolepis hispidus_Atl",526,447,79,22262,0.953339223814031,0.860374507550634,0.479438497176501,0.185033464565966,0.11202217569682,0.129375427674902,0.49,0.39,0.481499197226008,0.616788412051834
"502","stereomastis sculpta_Atl",940,784,156,10525,0.884563702149837,0.871290010656355,0.0391924962304399,0.015390070294365,2.08924549294094e-06,0.0590359243460385,0.41,0,0.310071494237799,0.0388559628658836
"503","stomias ferox_Atl",2039,1648,391,14955,0.913029750007944,0.888575644304539,0.0474891570112045,0.000918400310512475,0.107358823997593,0.0650609838194317,0.56,0.22,0.398383950075804,0.9818885461614
"504","stomphia coccinea_Pac",404,205,199,25457,0.900929830739095,0.841456361940515,0.26002199775887,0.056105282518429,0.057420513291249,0.0406510246716094,0.28,0.15,0.289598421546708,0.805052312667837
"505","strongylocentrotus droebachiensis_Atl",1048,NA,NA,26818,0.889368388741213,NA,0.675785989626573,NA,0.117791931152055,NA,0.36,0.5,0.324351543645555,0.80921379014983
"506","strongylocentrotus droebachiensis_Pac",4609,3937,672,25457,0.760007874829304,0.706611365693582,0.0515367748435657,0.020747710363731,0.00217188834139968,0.000128853306977432,0.22,0.01,0.139711461210736,0.594415645932951
"507","styela rustica_Pac",2837,2062,775,25457,0.834646604939724,0.794169182935224,0.440232305893138,0.218447414454844,0.11279076697126,0.0558542131801564,0.32,0.21,0.240782760200766,0.447093410163496
"508","stylasterias forreri_Pac",1063,781,282,16181,0.784521251884059,0.708076826151138,0.198083667896299,0.174812329673096,0.0299969882106404,0.0301949298233955,0.15,0.13,0.142270849459267,0.794495647373164
"509","syacium gunteri_Atl",2486,2087,399,7766,0.678971330359097,0.635405671892035,0.0838441851389694,0.03142713646726,0.0454707608656134,0.0128579605315562,0.18,0.12,0.073207079752781,0.0837224477936899
"510","syacium papillosum_Atl",1566,895,671,27272,0.900188162659418,0.91380768886827,0.774637149445544,0.552901760879683,0.140169912346145,0.0487170777767266,0.27,0.17,0.335040989657743,0.979086205447528
"511","symphurus diomedeanus_Atl",351,232,119,7766,0.708630192514215,0.627081795061115,0.0653988423121198,0.0299477847686585,0.0141806962092946,0.007736686959986,0.1,0.06,0.0624371844656806,0.0653962786875524
"512","symphurus plagiusa_Atl",1184,1092,92,27272,0.888917923716608,0.862364789257739,0.824661228977014,0.587307036056768,0.0318037535888709,0.000324786640742123,0.25,0.04,0.290354672033587,0.988333255093995
"513","synaphobranchus kaupii_Atl",2968,2355,613,26818,0.973269062876073,0.95743350218941,0.286655487641773,0.155290122627281,3.13573554303164e-07,0.065878082202972,0.75,0,0.635624721794713,0.905393128282356
"514","synodus foetens_Atl",5901,4626,1275,37687,0.963148134043613,0.954225487064864,0.880231472382484,0.649975463845246,5.92485369356071e-07,1.15351190468525e-05,0.73,0,0.606928554888489,0.98308985336084
"515","synodus poeyi_Atl",1313,889,424,13062,0.858521251537226,0.863499663688733,0.603903131963281,0.136562143900887,0.23169172003608,0.00884433150784933,0.38,0.84,0.264749726017498,0.987151989573676
"516","syodus itermedius_Atl",467,54,413,7766,0.892081957781841,0.437704430567945,0.123920604564564,0.000339752635293444,0.0840720543567933,0.00489144270043008,0.23,0.15,0.311740008264658,0.123869539198235
"517","tactostoma macropus_Pac",450,364,86,16181,0.939184483574461,0.934384064121391,0.129340604672544,0.075406246261285,0.095183438460883,0.0790606105646172,0.3,0.19,0.382975471175489,0.951670313597509
"518","talismania bifurcata_Pac",358,285,73,6170,0.938339622895418,0.931565844276899,0.211810316379465,0.0749614414401465,0.0880715685633652,2.88150661443463e-05,0.48,0.24,0.426690404111558,0.21121240977954
"519","tautogolabrus adspersus_Atl",1202,904,298,45642,0.851616745493114,0.865744449596041,0.151380233992044,0.0478538972721341,0.016535874092278,0.0328899464663408,0.25,0.1,0.198192332470736,0.181857345003779
"520","tellina lutea_Pac",308,143,165,5614,0.874972158448424,0.797162649459099,0.0928828070296876,0.00818660542547166,0.062855718114663,0.0563501785770505,0.27,0.18,0.263324438745474,0.0927066498255666
"521","telmessus cheiragonus_Pac",887,751,136,19266,0.95703723055807,0.949414652866816,0.161232318834007,0.0630880204085543,0.129775512538926,0.167887328532671,0.56,0.11,0.497025384102773,0.658256440586202
"522","terebratalia transversa_Pac",329,249,80,8151,0.768883687891453,0.695032258064516,0.110466127629545,0.0132393276156849,0.0185581007490208,0.0134123764899512,0.1,0.07,0.110905148006241,0.109908781172952
"523","thaleichthys pacificus_Pac",4531,3586,945,31074,0.813590055165367,0.810363785472921,0.170909501484224,0.185790169250044,0.0275427517139611,0.017642243546471,0.26,0.09,0.202261456047843,0.367975216964352
"524","theragra chalcogramma_Pac",19158,15354,3804,31074,0.920508966250494,0.907167250411121,0.236362492952435,0.0841260868505915,0.0705368595905937,0.0478864252651106,0.67,0.16,0.530614678426424,0.493593845576458
"525","thrissacanthias penicillatus_Pac",1545,1234,311,8848,0.912428372079208,0.885129223425274,0.154461383359848,0.100094918179317,0.149705017142803,0.149677132948901,0.58,0.22,0.42306993014762,0.365138599565861
"526","torpedo californica_Pac",530,454,76,8848,0.881892984979217,0.909634623749457,0.311323263315991,0.122996173818353,0.0463235168893848,0.0442834947352775,0.48,0.24,0.278097873312382,0.31184434845033
"527","trachiocephalus myops_Atl",523,165,358,7766,0.832411144511111,0.575878310464923,0.15217584167439,0.0474496651065605,0.0591266665766253,0.0090391613504323,0.21,0.24,0.196558637950252,0.152082539775048
"528","trachurus lathami_Atl",3328,2574,754,37688,0.935487509059807,0.892894195232167,0.754314288266105,0.301625568231747,0.0222289012052896,0.102412233372681,0.58,0.09,0.441640784807995,0.966809849516115
"529","trachurus symmetricus_Pac",363,329,34,7922,0.880423861217367,0.735919899874841,0.184149268003817,0.0345343743484611,0.0260800735494507,0.00201386599992043,0.23,0.1,0.276720439090374,0.209702056613218
"530","trachypeeus costrictus_Atl",473,392,81,7766,0.727565370831135,0.668973094471285,0.106336927151109,0.159268161280906,0.0168282553293941,0.0028366756755731,0.13,0.05,0.0908706507628185,0.106142969459627
"531","trichiurus lepturus_Atl",2510,2041,469,13062,0.764393072139049,0.635853132179248,0.613931450096406,0.414863003566344,0.0279044397278692,0.0214156271145649,0.3,0.3,0.177352040965812,0.967486836644194
"532","trichodon trichodon_Pac",482,391,91,19266,0.858022542359755,0.873278768015624,0.140818349300982,0.0783771884623642,0.00958197406967502,0.0346702692502226,0.1,0.04,0.202033833455127,0.679310158736663
"533","trichopsetta ventralis_Atl",1003,814,189,7766,0.865019166955728,0.859016431597068,0.236062905113527,0.145696860372861,0.102454195081695,0.116073333515239,0.52,0.1,0.309519555413221,0.235987117457705
"534","triglops forficatus_Pac",619,523,96,22857,0.852450236906916,0.821473463687166,0.156563932205847,0.0111138048914606,0.0223392956225155,0.0138627607505704,0.19,0.06,0.193380238125219,0.826300429830387
"535","triglops murrayi_Atl",2584,1767,817,45642,0.907724624658542,0.863053595631335,0.427836271641291,0.0890044029062386,0.000967731442802863,2.5982299105606e-06,0.46,0.02,0.356835820589357,0.899554538581185
"536","triglops pingelii_Pac",904,631,273,22857,0.855174132065655,0.836339672426205,0.120805622237652,0.000293401985086703,0.00676451485832595,0.00197380234851986,0.2,0.03,0.214434211376942,0.897820414198946
"537","triglops scepticus_Pac",1514,1220,294,22857,0.913654197271497,0.916066637082709,0.100588269399924,0.0210937671574178,0.0386154086270467,0.0502028601697987,0.41,0.13,0.367620737366551,0.661807866015023
"538","tritonia diomedea_Pac",1795,1425,370,32060,0.887440892358882,0.765375479749867,0.140448119973724,0.24355088233697,0.0406494113763177,0.0532658294362809,0.34,0.08,0.297098684214024,0.813126800347488
"539","ulcina olrikii_Atl",1138,912,226,14423,0.849525443617063,0.821948000945176,0.146586906834655,0.0856557737404959,0.0531703925250363,0.0512829978206688,0.3,0.1,0.231447844735197,0.983384693720519
"540","upeneus parvus_Atl",2854,2484,370,13062,0.844741105400093,0.820101502037268,0.354527834579893,0.285826668173019,0.0262255023226747,0.00128249293196895,0.47,0.09,0.293684830933788,0.979694637386253
"541","urophycis chuss_Atl",13150,9418,3732,41037,0.782916400394249,0.823212739585763,0.235693957407372,0.142317225533888,7.18109655536739e-06,0.0128007269937971,0.39,0,0.191274462476457,0.23584657789568
"542","urophycis cirrata_Atl",466,367,99,7766,0.907469574930914,0.88722159698776,0.41398552006307,0.0799702450462257,0.139301863033093,0.0367274323226989,0.27,0.12,0.338937058019613,0.413799219167998
"543","urophycis floridana_Atl",1169,987,182,7766,0.890311561636081,0.886058143169747,0.355285530965274,0.157228519465629,0.202015305318498,0.123422617760501,0.47,0.39,0.345754072036348,0.35522931146418
"544","urophycis regia_Atl",6577,4188,2389,37688,0.905502988223693,0.906603181247373,0.502936779322462,0.270063180495722,0.0451751182292014,0.0459108952704244,0.62,0.09,0.395374467137991,0.551955228463068
"545","urophycis tenuis_Atl",13701,10996,2705,62007,0.870657717042207,0.875175800930216,0.590240735907363,0.408489258321843,0.0777361582282358,0.0903846198295918,0.53,0.13,0.316511325767033,0.637657852686289
"546","vampyroteuthis infernalis_Pac",375,304,71,17114,0.958717565764598,0.966671148610037,0.166844106194798,0.00144126880439393,0.104374528041977,0.152049964801038,0.41,0.2,0.443456234095429,0.84892336507751
"547","volutopsius fragilis_Pac",579,487,92,11115,0.748765643380139,0.63648929875748,0.196537556868646,0.000371295353524324,0.0146602309656383,6.66822091627527e-06,0.08,0.04,0.0998762837699493,0.196233319420055
"548","volutopsius middendorffii_Pac",245,236,9,5501,0.84791103656073,0.814237702413688,0.28542191218213,0.0382671768436769,0.139072719969873,0.0188319239266212,0.18,0.28,0.210553197638896,0.284977098081579
